,Artist,Trackname,Date,Artist_Trackname,Streams
17515,The Chainsmokers,Something Just Like This,2017-11-14,The Chainsmokers Something Just Like This,995496
17516,The Chainsmokers,Something Just Like This,2017-11-15,The Chainsmokers Something Just Like This,1018933
17517,The Chainsmokers,Something Just Like This,2017-11-16,The Chainsmokers Something Just Like This,1020256
17518,The Chainsmokers,Something Just Like This,2017-11-17,The Chainsmokers Something Just Like This,1047583
17519,The Chainsmokers,Something Just Like This,2017-11-18,The Chainsmokers Something Just Like This,1002391
17520,The Chainsmokers,Something Just Like This,2017-11-19,The Chainsmokers Something Just Like This,884456
17521,The Chainsmokers,Something Just Like This,2017-11-20,The Chainsmokers Something Just Like This,956574
17522,The Chainsmokers,Something Just Like This,2017-11-21,The Chainsmokers Something Just Like This,977512
17523,The Chainsmokers,Something Just Like This,2017-11-22,The Chainsmokers Something Just Like This,991695
17524,The Chainsmokers,Something Just Like This,2017-11-23,The Chainsmokers Something Just Like This,958557
17525,The Chainsmokers,Something Just Like This,2017-11-24,The Chainsmokers Something Just Like This,963186
17526,The Chainsmokers,Something Just Like This,2017-11-25,The Chainsmokers Something Just Like This,929132
17527,The Chainsmokers,Something Just Like This,2017-11-26,The Chainsmokers Something Just Like This,854085
17528,The Chainsmokers,Something Just Like This,2017-11-27,The Chainsmokers Something Just Like This,908926
17529,The Chainsmokers,Something Just Like This,2017-11-28,The Chainsmokers Something Just Like This,944535
17530,The Chainsmokers,Something Just Like This,2017-11-29,The Chainsmokers Something Just Like This,961787
17531,The Chainsmokers,Something Just Like This,2017-11-30,The Chainsmokers Something Just Like This,978784
17532,The Chainsmokers,Something Just Like This,2017-12-01,The Chainsmokers Something Just Like This,760714
17533,The Chainsmokers,Something Just Like This,2017-12-02,The Chainsmokers Something Just Like This,715634
17534,The Chainsmokers,Something Just Like This,2017-12-03,The Chainsmokers Something Just Like This,635167
17535,The Chainsmokers,Something Just Like This,2017-12-04,The Chainsmokers Something Just Like This,713273
17536,The Chainsmokers,Something Just Like This,2017-12-05,The Chainsmokers Something Just Like This,1019506
17537,The Chainsmokers,Something Just Like This,2017-12-06,The Chainsmokers Something Just Like This,1125356
17538,The Chainsmokers,Something Just Like This,2017-12-07,The Chainsmokers Something Just Like This,1245650
17539,The Chainsmokers,Something Just Like This,2017-12-08,The Chainsmokers Something Just Like This,1269914
17540,The Chainsmokers,Something Just Like This,2017-12-09,The Chainsmokers Something Just Like This,1144276
17541,The Chainsmokers,Something Just Like This,2017-12-10,The Chainsmokers Something Just Like This,985820
17542,The Chainsmokers,Something Just Like This,2017-12-11,The Chainsmokers Something Just Like This,1062766
17543,The Chainsmokers,Something Just Like This,2017-12-12,The Chainsmokers Something Just Like This,1102029
17544,The Chainsmokers,Something Just Like This,2017-12-13,The Chainsmokers Something Just Like This,1117698
17545,The Chainsmokers,Something Just Like This,2017-12-14,The Chainsmokers Something Just Like This,1108970
17546,The Chainsmokers,Something Just Like This,2017-12-15,The Chainsmokers Something Just Like This,1088533
17547,The Chainsmokers,Something Just Like This,2017-12-16,The Chainsmokers Something Just Like This,1030996
17548,The Chainsmokers,Something Just Like This,2017-12-17,The Chainsmokers Something Just Like This,915191
17549,The Chainsmokers,Something Just Like This,2017-12-18,The Chainsmokers Something Just Like This,997406
17550,The Chainsmokers,Something Just Like This,2017-12-19,The Chainsmokers Something Just Like This,1048522
17551,The Chainsmokers,Something Just Like This,2017-12-20,The Chainsmokers Something Just Like This,1062483
17552,The Chainsmokers,Something Just Like This,2017-12-21,The Chainsmokers Something Just Like This,1064350
17553,The Chainsmokers,Something Just Like This,2017-12-22,The Chainsmokers Something Just Like This,849448
17554,The Chainsmokers,Something Just Like This,2017-12-23,The Chainsmokers Something Just Like This,791087
17555,The Chainsmokers,Something Just Like This,2017-12-24,The Chainsmokers Something Just Like This,532931
17556,The Chainsmokers,Something Just Like This,2017-12-25,The Chainsmokers Something Just Like This,542149
17557,The Chainsmokers,Something Just Like This,2017-12-26,The Chainsmokers Something Just Like This,961344
17558,The Chainsmokers,Something Just Like This,2017-12-27,The Chainsmokers Something Just Like This,1105943
17559,The Chainsmokers,Something Just Like This,2017-12-28,The Chainsmokers Something Just Like This,1173936
17560,The Chainsmokers,Something Just Like This,2017-12-29,The Chainsmokers Something Just Like This,1238664
17561,The Chainsmokers,Something Just Like This,2017-12-30,The Chainsmokers Something Just Like This,1247206
17562,The Chainsmokers,Something Just Like This,2017-12-31,The Chainsmokers Something Just Like This,1745642
17563,The Chainsmokers,The One,2017-03-28,The Chainsmokers The One,497472
17564,The Chainsmokers,The One,2017-03-29,The Chainsmokers The One,449679
17565,The Chainsmokers,The One,2017-03-30,The Chainsmokers The One,435954
17566,The Chainsmokers,The One,2017-03-31,The Chainsmokers The One,1383547
17567,The Chainsmokers,The One,2017-04-01,The Chainsmokers The One,1014094
17568,The Chainsmokers,The One,2017-04-02,The Chainsmokers The One,815906
17569,The Chainsmokers,The One,2017-04-03,The Chainsmokers The One,1054895
17570,The Chainsmokers,The One,2017-04-04,The Chainsmokers The One,1255338
17571,The Chainsmokers,The One,2017-04-05,The Chainsmokers The One,1260915
17572,The Chainsmokers,The One,2017-04-06,The Chainsmokers The One,1277526
17573,The Chainsmokers,The One,2017-04-07,The Chainsmokers The One,2487620
17574,The Chainsmokers,The One,2017-04-08,The Chainsmokers The One,2293945
17575,The Chainsmokers,The One,2017-04-09,The Chainsmokers The One,1992300
17576,The Chainsmokers,The One,2017-04-10,The Chainsmokers The One,2147296
17577,The Chainsmokers,The One,2017-04-11,The Chainsmokers The One,2089795
17578,The Chainsmokers,The One,2017-04-12,The Chainsmokers The One,2061250
17579,The Chainsmokers,The One,2017-04-13,The Chainsmokers The One,1973626
17580,The Chainsmokers,The One,2017-04-14,The Chainsmokers The One,1756803
17581,The Chainsmokers,The One,2017-04-15,The Chainsmokers The One,1542612
17582,The Chainsmokers,The One,2017-04-16,The Chainsmokers The One,1390539
17583,The Chainsmokers,The One,2017-04-17,The Chainsmokers The One,1553634
17584,The Chainsmokers,The One,2017-04-18,The Chainsmokers The One,1611814
17585,The Chainsmokers,The One,2017-04-19,The Chainsmokers The One,1542921
17586,The Chainsmokers,The One,2017-04-20,The Chainsmokers The One,1508123
17587,The Chainsmokers,The One,2017-04-21,The Chainsmokers The One,1415328
17588,The Chainsmokers,The One,2017-04-22,The Chainsmokers The One,1319762
17589,The Chainsmokers,The One,2017-04-23,The Chainsmokers The One,1179676
17590,The Chainsmokers,The One,2017-04-24,The Chainsmokers The One,1342954
17591,The Chainsmokers,The One,2017-04-25,The Chainsmokers The One,1372919
17592,The Chainsmokers,The One,2017-04-26,The Chainsmokers The One,1384032
17593,The Chainsmokers,The One,2017-04-27,The Chainsmokers The One,1338614
17594,The Chainsmokers,The One,2017-04-28,The Chainsmokers The One,1313680
17595,The Chainsmokers,The One,2017-04-29,The Chainsmokers The One,1209149
17596,The Chainsmokers,The One,2017-04-30,The Chainsmokers The One,1136730
17597,The Chainsmokers,The One,2017-05-01,The Chainsmokers The One,1107958
17598,The Chainsmokers,The One,2017-05-02,The Chainsmokers The One,1110340
17599,The Chainsmokers,The One,2017-05-03,The Chainsmokers The One,1046734
17600,The Chainsmokers,The One,2017-05-04,The Chainsmokers The One,989438
17601,The Chainsmokers,The One,2017-05-05,The Chainsmokers The One,906688
17602,The Chainsmokers,The One,2017-05-06,The Chainsmokers The One,840522
17603,The Chainsmokers,The One,2017-05-07,The Chainsmokers The One,801648
17604,The Chainsmokers,The One,2017-05-08,The Chainsmokers The One,862635
17605,The Chainsmokers,The One,2017-05-09,The Chainsmokers The One,850376
17606,The Chainsmokers,The One,2017-05-10,The Chainsmokers The One,841781
17607,The Chainsmokers,The One,2017-05-11,The Chainsmokers The One,821957
17608,The Chainsmokers,The One,2017-05-12,The Chainsmokers The One,767037
17609,The Chainsmokers,The One,2017-05-13,The Chainsmokers The One,704205
17610,The Chainsmokers,The One,2017-05-14,The Chainsmokers The One,662398
17611,The Chainsmokers,The One,2017-05-15,The Chainsmokers The One,735963
17612,The Chainsmokers,The One,2017-05-16,The Chainsmokers The One,720170
17613,The Chainsmokers,The One,2017-05-17,The Chainsmokers The One,707906
17614,The Chainsmokers,The One,2017-05-18,The Chainsmokers The One,800057
17615,The Chainsmokers,The One,2017-05-19,The Chainsmokers The One,742966
17616,The Chainsmokers,The One,2017-05-20,The Chainsmokers The One,687424
17617,The Chainsmokers,The One,2017-05-21,The Chainsmokers The One,664917
17618,The Chainsmokers,The One,2017-05-22,The Chainsmokers The One,700792
17619,The Chainsmokers,The One,2017-05-23,The Chainsmokers The One,710039
17620,The Chainsmokers,The One,2017-05-24,The Chainsmokers The One,701802
17621,The Chainsmokers,The One,2017-05-25,The Chainsmokers The One,692415
17622,The Chainsmokers,The One,2017-05-26,The Chainsmokers The One,594568
17623,The Chainsmokers,The One,2017-05-27,The Chainsmokers The One,603175
17624,The Chainsmokers,The One,2017-05-28,The Chainsmokers The One,603158
17625,The Chainsmokers,The One,2017-05-29,The Chainsmokers The One,591627
17626,The Chainsmokers,The One,2017-06-01,The Chainsmokers The One,624002
17627,The Chainsmokers,The One,2017-06-03,The Chainsmokers The One,506010
17628,The Chainsmokers,The One,2017-06-04,The Chainsmokers The One,509393
17629,The Chainsmokers,The One,2017-06-05,The Chainsmokers The One,464935
17630,The Chainsmokers,The One,2017-06-06,The Chainsmokers The One,229950
17631,The Chainsmokers,The One,2017-06-07,The Chainsmokers The One,224135
17632,The Chainsmokers,The One,2017-06-08,The Chainsmokers The One,192162
17633,The Chainsmokers,The One,2017-06-09,The Chainsmokers The One,146909
17634,The Chainsmokers,The One,2017-06-10,The Chainsmokers The One,136059
17635,The Chainsmokers,The One,2017-06-11,The Chainsmokers The One,162496
17636,The Chainsmokers,The One,2017-06-12,The Chainsmokers The One,169936
17637,The Chainsmokers,The One,2017-06-13,The Chainsmokers The One,178486
17638,The Chainsmokers,The One,2017-06-14,The Chainsmokers The One,180012
17639,The Chainsmokers,The One,2017-06-15,The Chainsmokers The One,157212
17640,The Chainsmokers,The One,2017-06-16,The Chainsmokers The One,128072
17641,The Chainsmokers,The One,2017-06-17,The Chainsmokers The One,124673
17642,The Chainsmokers,The One,2017-06-18,The Chainsmokers The One,136604
17643,The Chainsmokers,The One,2017-06-19,The Chainsmokers The One,125578
17644,The Chainsmokers,The One,2017-06-20,The Chainsmokers The One,134084
17645,The Chainsmokers,The One,2017-06-21,The Chainsmokers The One,133425
17646,The Chainsmokers,The One,2017-06-22,The Chainsmokers The One,131666
17647,The Chainsmokers,The One,2017-06-23,The Chainsmokers The One,120887
17648,The Chainsmokers,The One,2017-06-24,The Chainsmokers The One,120491
17649,The Chainsmokers,The One,2017-06-25,The Chainsmokers The One,105651
17650,The Chainsmokers,The One,2017-06-26,The Chainsmokers The One,119116
17651,The Chainsmokers,The One,2017-06-27,The Chainsmokers The One,114668
17652,The Chainsmokers,The One,2017-06-28,The Chainsmokers The One,109041
17653,The Chainsmokers,The One,2017-06-29,The Chainsmokers The One,106698
17654,The Chainsmokers,The One,2017-06-30,The Chainsmokers The One,100260
17655,The Chainsmokers,The One,2017-07-01,The Chainsmokers The One,96643
17656,The Chainsmokers,The One,2017-07-02,The Chainsmokers The One,91511
17657,The Chainsmokers,The One,2017-07-03,The Chainsmokers The One,98622
17658,The Chainsmokers,The One,2017-07-04,The Chainsmokers The One,98331
17659,The Chainsmokers,The One,2017-07-05,The Chainsmokers The One,85704
17660,The Chainsmokers,The One,2017-07-06,The Chainsmokers The One,80557
17661,The Chainsmokers,The One,2017-07-07,The Chainsmokers The One,47085
17662,The Chainsmokers,The One,2017-07-08,The Chainsmokers The One,64038
17663,The Chainsmokers,The One,2017-07-09,The Chainsmokers The One,59142
17664,The Chainsmokers,The One,2017-07-10,The Chainsmokers The One,39487
17665,The Chainsmokers,The One,2017-07-11,The Chainsmokers The One,43414
17666,The Chainsmokers,The One,2017-07-12,The Chainsmokers The One,43914
17667,The Chainsmokers,The One,2017-07-13,The Chainsmokers The One,39860
17668,The Chainsmokers,The One,2017-07-14,The Chainsmokers The One,18356
17669,The Chainsmokers,The One,2017-07-15,The Chainsmokers The One,36557
17670,The Chainsmokers,The One,2017-07-16,The Chainsmokers The One,21547
17671,The Chainsmokers,The One,2017-07-17,The Chainsmokers The One,30818
17672,The Chainsmokers,The One,2017-07-18,The Chainsmokers The One,18888
17673,The Chainsmokers,The One,2017-07-19,The Chainsmokers The One,15579
17674,The Chainsmokers,The One,2017-07-20,The Chainsmokers The One,15530
17675,The Chainsmokers,The One,2017-07-21,The Chainsmokers The One,10417
17676,The Chainsmokers,The One,2017-07-22,The Chainsmokers The One,10918
17677,The Chainsmokers,The One,2017-07-23,The Chainsmokers The One,9845
17678,The Chainsmokers,The One,2017-07-24,The Chainsmokers The One,10496
17679,The Chainsmokers,The One,2017-07-25,The Chainsmokers The One,10954
17680,The Chainsmokers,The One,2017-07-26,The Chainsmokers The One,12952
17681,The Chainsmokers,The One,2017-07-27,The Chainsmokers The One,28219
17682,The Chainsmokers,The One,2017-07-28,The Chainsmokers The One,11767
17683,The Chainsmokers,The One,2017-07-29,The Chainsmokers The One,28495
17684,The Chainsmokers,The One,2017-07-30,The Chainsmokers The One,28749
17685,The Chainsmokers,The One,2017-07-31,The Chainsmokers The One,10816
17686,The Chainsmokers,The One,2017-08-01,The Chainsmokers The One,18999
17687,The Chainsmokers,The One,2017-08-02,The Chainsmokers The One,14816
17688,The Chainsmokers,The One,2017-08-03,The Chainsmokers The One,12488
17689,The Chainsmokers,The One,2017-08-04,The Chainsmokers The One,10989
17690,The Chainsmokers,The One,2017-08-05,The Chainsmokers The One,12946
17691,The Chainsmokers,The One,2017-08-06,The Chainsmokers The One,10509
17692,The Chainsmokers,The One,2017-08-07,The Chainsmokers The One,11717
17693,The Chainsmokers,The One,2017-08-08,The Chainsmokers The One,12046
17694,The Chainsmokers,The One,2017-08-09,The Chainsmokers The One,10726
17695,The Chainsmokers,The One,2017-08-10,The Chainsmokers The One,12001
17696,The Chainsmokers,The One,2017-08-12,The Chainsmokers The One,1118
17697,The Chainsmokers,The One,2017-08-13,The Chainsmokers The One,1082
17698,The Chainsmokers,The One,2017-08-14,The Chainsmokers The One,1268
17699,The Chainsmokers,The One,2017-08-15,The Chainsmokers The One,1326
17700,The Chainsmokers,The One,2017-08-27,The Chainsmokers The One,2069
17701,The Chainsmokers,The One,2017-09-09,The Chainsmokers The One,2466
17702,The Chainsmokers,The One,2017-09-10,The Chainsmokers The One,4003
17703,The Chainsmokers,The One,2017-09-11,The Chainsmokers The One,3928
17704,The Chainsmokers,The One,2017-09-12,The Chainsmokers The One,3329
17705,The Chainsmokers,The One,2017-09-13,The Chainsmokers The One,2908
17706,The Chainsmokers,The One,2017-09-14,The Chainsmokers The One,2683
17707,The Chainsmokers,The One,2017-09-15,The Chainsmokers The One,2971
17708,The Chainsmokers,The One,2017-09-16,The Chainsmokers The One,8362
17709,The Chainsmokers,The One,2017-09-17,The Chainsmokers The One,7498
17710,The Chainsmokers,The One,2017-09-18,The Chainsmokers The One,4918
17711,The Chainsmokers,The One,2017-09-27,The Chainsmokers The One,2483
17712,The Weeknd,I Feel It Coming,2017-01-01,The Weeknd I Feel It Coming,1946224
17713,The Weeknd,I Feel It Coming,2017-01-02,The Weeknd I Feel It Coming,2130920
17714,The Weeknd,I Feel It Coming,2017-01-03,The Weeknd I Feel It Coming,2333122
17715,The Weeknd,I Feel It Coming,2017-01-04,The Weeknd I Feel It Coming,2436699
17716,The Weeknd,I Feel It Coming,2017-01-05,The Weeknd I Feel It Coming,2464912
17717,The Weeknd,I Feel It Coming,2017-01-06,The Weeknd I Feel It Coming,2468151
17718,The Weeknd,I Feel It Coming,2017-01-07,The Weeknd I Feel It Coming,2407914
17719,The Weeknd,I Feel It Coming,2017-01-08,The Weeknd I Feel It Coming,2178976
17720,The Weeknd,I Feel It Coming,2017-01-09,The Weeknd I Feel It Coming,2427547
17721,The Weeknd,I Feel It Coming,2017-01-10,The Weeknd I Feel It Coming,2506503
17722,The Weeknd,I Feel It Coming,2017-01-11,The Weeknd I Feel It Coming,2596030
17723,The Weeknd,I Feel It Coming,2017-01-12,The Weeknd I Feel It Coming,2648849
17724,The Weeknd,I Feel It Coming,2017-01-13,The Weeknd I Feel It Coming,2798609
17725,The Weeknd,I Feel It Coming,2017-01-14,The Weeknd I Feel It Coming,2729398
17726,The Weeknd,I Feel It Coming,2017-01-15,The Weeknd I Feel It Coming,2370669
17727,The Weeknd,I Feel It Coming,2017-01-16,The Weeknd I Feel It Coming,2534318
17728,The Weeknd,I Feel It Coming,2017-01-17,The Weeknd I Feel It Coming,2588339
17729,The Weeknd,I Feel It Coming,2017-01-18,The Weeknd I Feel It Coming,2651332
17730,The Weeknd,I Feel It Coming,2017-01-19,The Weeknd I Feel It Coming,2660305
17731,The Weeknd,I Feel It Coming,2017-01-20,The Weeknd I Feel It Coming,2712766
17732,The Weeknd,I Feel It Coming,2017-01-21,The Weeknd I Feel It Coming,2664225
17733,The Weeknd,I Feel It Coming,2017-01-22,The Weeknd I Feel It Coming,2318561
17734,The Weeknd,I Feel It Coming,2017-01-23,The Weeknd I Feel It Coming,2493214
17735,The Weeknd,I Feel It Coming,2017-01-24,The Weeknd I Feel It Coming,2575523
17736,The Weeknd,I Feel It Coming,2017-01-25,The Weeknd I Feel It Coming,2613872
17737,The Weeknd,I Feel It Coming,2017-01-26,The Weeknd I Feel It Coming,2642802
17738,The Weeknd,I Feel It Coming,2017-01-27,The Weeknd I Feel It Coming,2745551
17739,The Weeknd,I Feel It Coming,2017-01-28,The Weeknd I Feel It Coming,2650174
17740,The Weeknd,I Feel It Coming,2017-01-29,The Weeknd I Feel It Coming,2262559
17741,The Weeknd,I Feel It Coming,2017-01-30,The Weeknd I Feel It Coming,2454217
17742,The Weeknd,I Feel It Coming,2017-01-31,The Weeknd I Feel It Coming,2539930
17743,The Weeknd,I Feel It Coming,2017-02-01,The Weeknd I Feel It Coming,2586696
17744,The Weeknd,I Feel It Coming,2017-02-02,The Weeknd I Feel It Coming,2598245
17745,The Weeknd,I Feel It Coming,2017-02-03,The Weeknd I Feel It Coming,2692696
17746,The Weeknd,I Feel It Coming,2017-02-04,The Weeknd I Feel It Coming,2593372
17747,The Weeknd,I Feel It Coming,2017-02-05,The Weeknd I Feel It Coming,2299468
17748,The Weeknd,I Feel It Coming,2017-02-06,The Weeknd I Feel It Coming,2314112
17749,The Weeknd,I Feel It Coming,2017-02-07,The Weeknd I Feel It Coming,2440941
17750,The Weeknd,I Feel It Coming,2017-02-08,The Weeknd I Feel It Coming,2497542
17751,The Weeknd,I Feel It Coming,2017-02-09,The Weeknd I Feel It Coming,2486549
17752,The Weeknd,I Feel It Coming,2017-02-10,The Weeknd I Feel It Coming,2562702
17753,The Weeknd,I Feel It Coming,2017-02-11,The Weeknd I Feel It Coming,2507482
17754,The Weeknd,I Feel It Coming,2017-02-12,The Weeknd I Feel It Coming,2165758
17755,The Weeknd,I Feel It Coming,2017-02-13,The Weeknd I Feel It Coming,2435736
17756,The Weeknd,I Feel It Coming,2017-02-14,The Weeknd I Feel It Coming,2516499
17757,The Weeknd,I Feel It Coming,2017-02-15,The Weeknd I Feel It Coming,2554122
17758,The Weeknd,I Feel It Coming,2017-02-16,The Weeknd I Feel It Coming,2585761
17759,The Weeknd,I Feel It Coming,2017-02-17,The Weeknd I Feel It Coming,2744070
17760,The Weeknd,I Feel It Coming,2017-02-18,The Weeknd I Feel It Coming,2673680
17761,The Weeknd,I Feel It Coming,2017-02-19,The Weeknd I Feel It Coming,2307499
17762,The Weeknd,I Feel It Coming,2017-02-20,The Weeknd I Feel It Coming,2430013
17763,The Weeknd,I Feel It Coming,2017-02-21,The Weeknd I Feel It Coming,2494500
17764,The Weeknd,I Feel It Coming,2017-02-22,The Weeknd I Feel It Coming,2568551
17765,The Weeknd,I Feel It Coming,2017-02-23,The Weeknd I Feel It Coming,2541262
17766,The Weeknd,I Feel It Coming,2017-02-24,The Weeknd I Feel It Coming,2639972
17767,The Weeknd,I Feel It Coming,2017-02-25,The Weeknd I Feel It Coming,2522337
17768,The Weeknd,I Feel It Coming,2017-02-26,The Weeknd I Feel It Coming,2152698
17769,The Weeknd,I Feel It Coming,2017-02-27,The Weeknd I Feel It Coming,2275129
17770,The Weeknd,I Feel It Coming,2017-02-28,The Weeknd I Feel It Coming,2349409
17771,The Weeknd,I Feel It Coming,2017-03-01,The Weeknd I Feel It Coming,2405727
17772,The Weeknd,I Feel It Coming,2017-03-02,The Weeknd I Feel It Coming,2422985
17773,The Weeknd,I Feel It Coming,2017-03-03,The Weeknd I Feel It Coming,2451718
17774,The Weeknd,I Feel It Coming,2017-03-04,The Weeknd I Feel It Coming,2290110
17775,The Weeknd,I Feel It Coming,2017-03-05,The Weeknd I Feel It Coming,1981308
17776,The Weeknd,I Feel It Coming,2017-03-06,The Weeknd I Feel It Coming,2113399
17777,The Weeknd,I Feel It Coming,2017-03-07,The Weeknd I Feel It Coming,2148893
17778,The Weeknd,I Feel It Coming,2017-03-08,The Weeknd I Feel It Coming,2162108
17779,The Weeknd,I Feel It Coming,2017-03-09,The Weeknd I Feel It Coming,2196073
17780,The Weeknd,I Feel It Coming,2017-03-10,The Weeknd I Feel It Coming,2367082
17781,The Weeknd,I Feel It Coming,2017-03-11,The Weeknd I Feel It Coming,2393508
17782,The Weeknd,I Feel It Coming,2017-03-12,The Weeknd I Feel It Coming,2121505
17783,The Weeknd,I Feel It Coming,2017-03-13,The Weeknd I Feel It Coming,2244235
17784,The Weeknd,I Feel It Coming,2017-03-14,The Weeknd I Feel It Coming,2269536
17785,The Weeknd,I Feel It Coming,2017-03-15,The Weeknd I Feel It Coming,2312424
17786,The Weeknd,I Feel It Coming,2017-03-16,The Weeknd I Feel It Coming,2321509
17787,The Weeknd,I Feel It Coming,2017-03-17,The Weeknd I Feel It Coming,2435054
17788,The Weeknd,I Feel It Coming,2017-03-18,The Weeknd I Feel It Coming,2353798
17789,The Weeknd,I Feel It Coming,2017-03-19,The Weeknd I Feel It Coming,2027501
17790,The Weeknd,I Feel It Coming,2017-03-20,The Weeknd I Feel It Coming,2043317
17791,The Weeknd,I Feel It Coming,2017-03-21,The Weeknd I Feel It Coming,2078995
17792,The Weeknd,I Feel It Coming,2017-03-22,The Weeknd I Feel It Coming,2103964
17793,The Weeknd,I Feel It Coming,2017-03-23,The Weeknd I Feel It Coming,2091484
17794,The Weeknd,I Feel It Coming,2017-03-24,The Weeknd I Feel It Coming,2216289
17795,The Weeknd,I Feel It Coming,2017-03-25,The Weeknd I Feel It Coming,2206496
17796,The Weeknd,I Feel It Coming,2017-03-26,The Weeknd I Feel It Coming,1893050
17797,The Weeknd,I Feel It Coming,2017-03-27,The Weeknd I Feel It Coming,1903989
17798,The Weeknd,I Feel It Coming,2017-03-28,The Weeknd I Feel It Coming,1913481
17799,The Weeknd,I Feel It Coming,2017-03-29,The Weeknd I Feel It Coming,1914975
17800,The Weeknd,I Feel It Coming,2017-03-30,The Weeknd I Feel It Coming,1916407
17801,The Weeknd,I Feel It Coming,2017-03-31,The Weeknd I Feel It Coming,1996298
17802,The Weeknd,I Feel It Coming,2017-04-01,The Weeknd I Feel It Coming,1900035
17803,The Weeknd,I Feel It Coming,2017-04-02,The Weeknd I Feel It Coming,1651887
17804,The Weeknd,I Feel It Coming,2017-04-03,The Weeknd I Feel It Coming,1790599
17805,The Weeknd,I Feel It Coming,2017-04-04,The Weeknd I Feel It Coming,1807356
17806,The Weeknd,I Feel It Coming,2017-04-05,The Weeknd I Feel It Coming,1796111
17807,The Weeknd,I Feel It Coming,2017-04-06,The Weeknd I Feel It Coming,1782168
17808,The Weeknd,I Feel It Coming,2017-04-07,The Weeknd I Feel It Coming,1857729
17809,The Weeknd,I Feel It Coming,2017-04-08,The Weeknd I Feel It Coming,1786424
17810,The Weeknd,I Feel It Coming,2017-04-09,The Weeknd I Feel It Coming,1556457
17811,The Weeknd,I Feel It Coming,2017-04-10,The Weeknd I Feel It Coming,1674183
17812,The Weeknd,I Feel It Coming,2017-04-11,The Weeknd I Feel It Coming,1680796
17813,The Weeknd,I Feel It Coming,2017-04-12,The Weeknd I Feel It Coming,1693825
17814,The Weeknd,I Feel It Coming,2017-04-13,The Weeknd I Feel It Coming,1696012
17815,The Weeknd,I Feel It Coming,2017-04-14,The Weeknd I Feel It Coming,1610111
17816,The Weeknd,I Feel It Coming,2017-04-15,The Weeknd I Feel It Coming,1517495
17817,The Weeknd,I Feel It Coming,2017-04-16,The Weeknd I Feel It Coming,1369912
17818,The Weeknd,I Feel It Coming,2017-04-17,The Weeknd I Feel It Coming,1528519
17819,The Weeknd,I Feel It Coming,2017-04-18,The Weeknd I Feel It Coming,1582734
17820,The Weeknd,I Feel It Coming,2017-04-19,The Weeknd I Feel It Coming,1597530
17821,The Weeknd,I Feel It Coming,2017-04-20,The Weeknd I Feel It Coming,1618879
17822,The Weeknd,I Feel It Coming,2017-04-21,The Weeknd I Feel It Coming,1685249
17823,The Weeknd,I Feel It Coming,2017-04-22,The Weeknd I Feel It Coming,1630749
17824,The Weeknd,I Feel It Coming,2017-04-23,The Weeknd I Feel It Coming,1394118
17825,The Weeknd,I Feel It Coming,2017-04-24,The Weeknd I Feel It Coming,1520873
17826,The Weeknd,I Feel It Coming,2017-04-25,The Weeknd I Feel It Coming,1553474
17827,The Weeknd,I Feel It Coming,2017-04-26,The Weeknd I Feel It Coming,1557743
17828,The Weeknd,I Feel It Coming,2017-04-27,The Weeknd I Feel It Coming,1547009
17829,The Weeknd,I Feel It Coming,2017-04-28,The Weeknd I Feel It Coming,1624882
17830,The Weeknd,I Feel It Coming,2017-04-29,The Weeknd I Feel It Coming,1578100
17831,The Weeknd,I Feel It Coming,2017-04-30,The Weeknd I Feel It Coming,1399080
17832,The Weeknd,I Feel It Coming,2017-05-01,The Weeknd I Feel It Coming,1407103
17833,The Weeknd,I Feel It Coming,2017-05-02,The Weeknd I Feel It Coming,1485449
17834,The Weeknd,I Feel It Coming,2017-05-03,The Weeknd I Feel It Coming,1499735
17835,The Weeknd,I Feel It Coming,2017-05-04,The Weeknd I Feel It Coming,1506022
17836,The Weeknd,I Feel It Coming,2017-05-05,The Weeknd I Feel It Coming,1581615
17837,The Weeknd,I Feel It Coming,2017-05-06,The Weeknd I Feel It Coming,1522084
17838,The Weeknd,I Feel It Coming,2017-05-07,The Weeknd I Feel It Coming,1289913
17839,The Weeknd,I Feel It Coming,2017-05-08,The Weeknd I Feel It Coming,1391942
17840,The Weeknd,I Feel It Coming,2017-05-09,The Weeknd I Feel It Coming,1431726
17841,The Weeknd,I Feel It Coming,2017-05-10,The Weeknd I Feel It Coming,1406236
17842,The Weeknd,I Feel It Coming,2017-05-11,The Weeknd I Feel It Coming,1398648
17843,The Weeknd,I Feel It Coming,2017-05-12,The Weeknd I Feel It Coming,1462346
17844,The Weeknd,I Feel It Coming,2017-05-13,The Weeknd I Feel It Coming,1409198
17845,The Weeknd,I Feel It Coming,2017-05-14,The Weeknd I Feel It Coming,1185661
17846,The Weeknd,I Feel It Coming,2017-05-15,The Weeknd I Feel It Coming,1293672
17847,The Weeknd,I Feel It Coming,2017-05-16,The Weeknd I Feel It Coming,1333752
17848,The Weeknd,I Feel It Coming,2017-05-17,The Weeknd I Feel It Coming,1337221
17849,The Weeknd,I Feel It Coming,2017-05-18,The Weeknd I Feel It Coming,1316543
17850,The Weeknd,I Feel It Coming,2017-05-19,The Weeknd I Feel It Coming,1403236
17851,The Weeknd,I Feel It Coming,2017-05-20,The Weeknd I Feel It Coming,1365968
17852,The Weeknd,I Feel It Coming,2017-05-21,The Weeknd I Feel It Coming,1183547
